Date,adjusted first dose,adjusted second dose,adjusted third dose,adjusted fourth dose,adjusted tests,Entry,Exit,Infection0.2,Infection0.5,infection1.0,normal speed,student speed,death rate
9-Dec-22,1,1,5,40,23,4,4,1,0.95,0.85,100,100,0
10-Dec-22,1,1,6,37,15,4,4,1,0.95,0.85,100,100,0
11-Dec-22,0,1,3,15,7,4,4,1,0.95,0.85,100,100,0
12-Dec-22,0,0,3,17,32,4,4,1,0.95,0.85,100,100,0
13-Dec-22,0,0,3,19,26,4,4,1,0.95,0.85,100,100,0
14-Dec-22,0,0,3,18,24,4,4,1,0.95,0.85,100,100,0
15-Dec-22,0,0,3,19,22,4,4,1,0.95,0.85,100,100,0
16-Dec-22,1,1,5,38,25,4,4,1,0.95,0.85,150,150,0
17-Dec-22,1,2,6,36,16,4,4,1,0.95,0.85,150,150,0
18-Dec-22,1,1,3,16,7,4,4,1,0.95,0.85,150,150,0
19-Dec-22,0,0,3,15,33,4,4,1,0.95,0.85,150,150,0
20-Dec-22,1,1,3,17,27,5,5,1,0.95,0.85,150,150,0
21-Dec-22,1,1,3,15,24,5,5,1,0.95,0.85,150,150,0
22-Dec-22,0,1,2,15,23,5,5,1,0.95,0.85,150,150,0
23-Dec-22,1,1,4,25,25,5,5,1,0.95,0.85,150,150,0
24-Dec-22,1,2,4,24,18,5,5,1,0.95,0.85,150,150,0
25-Dec-22,0,1,2,9,7,5,5,1,0.95,0.85,150,150,0
26-Dec-22,0,1,3,15,33,5,5,1,0.95,0.85,150,150,0
27-Dec-22,1,1,3,14,25,5,5,1,0.95,0.85,150,150,0
28-Dec-22,0,1,3,13,22,5,5,1,0.95,0.85,150,150,0
29-Dec-22,0,0,1,6,16,5,5,1,0.95,0.85,150,150,0
30-Dec-22,0,0,1,3,11,5,5,1,0.95,0.85,150,150,0
31-Dec-22,0,0,0,1,8,5,5,1,0.95,0.85,150,150,0
1-Jan-23,0,0,0,0,8,5,5,1,0.95,0.85,150,150,0
2-Jan-23,0,0,0,1,12,3,3,1,0.95,0.85,150,150,0
3-Jan-23,0,0,0,1,13,3,3,1,0.95,0.85,150,150,0
4-Jan-23,0,0,1,3,29,0,0,0.6,0.5,0.4,100,100,0
5-Jan-23,0,0,1,4,30,0,0,0.6,0.5,0.4,100,100,0
6-Jan-23,1,1,3,11,31,0,0,0.6,0.5,0.4,100,100,0
7-Jan-23,1,1,3,15,20,0,0,0.6,0.5,0.4,100,100,0
8-Jan-23,0,1,1,5,9,1,1,0.6,0.5,0.4,100,100,0
9-Jan-23,0,0,1,1,10,0,0,0.6,0.5,0.4,100,100,0
10-Jan-23,1,1,1,5,33,0,0,0.6,0.5,0.4,100,100,0
11-Jan-23,0,1,1,5,24,0,0,0.6,0.5,0.4,100,100,0
12-Jan-23,0,0,1,4,21,0,0,0.6,0.5,0.4,100,100,0
13-Jan-23,1,1,3,11,23,1,1,0.6,0.5,0.4,100,100,0
14-Jan-23,1,1,4,13,15,0,0,0.6,0.5,0.4,100,100,0
15-Jan-23,0,0,1,3,7,0,0,0.6,0.5,0.4,100,100,0
16-Jan-23,0,0,1,5,29,0,0,0.6,0.5,0.4,100,100,0
17-Jan-23,0,0,1,4,22,0,0,0.6,0.5,0.4,100,100,0
18-Jan-23,0,0,2,5,19,1,1,0.6,0.5,0.4,100,100,0
19-Jan-23,0,0,1,4,18,0,0,0.6,0.5,0.4,100,100,0
20-Jan-23,0,0,3,10,19,0,0,0.6,0.5,0.4,100,100,0
21-Jan-23,1,1,4,11,13,0,0,0.6,0.5,0.4,100,100,0
22-Jan-23,0,0,1,3,6,0,0,0.6,0.5,0.4,100,100,0
23-Jan-23,0,0,1,4,24,1,1,0.6,0.5,0.4,100,100,0
24-Jan-23,0,0,1,4,18,0,0,0.6,0.5,0.4,100,100,0
25-Jan-23,0,0,1,4,15,0,0,0.6,0.5,0.4,100,100,0
26-Jan-23,0,0,1,3,15,0,0,0.6,0.5,0.4,100,100,0
27-Jan-23,0,1,3,8,17,0,0,0.6,0.5,0.4,100,100,0
28-Jan-23,1,1,4,10,11,1,1,0.6,0.5,0.4,100,100,0
29-Jan-23,0,0,1,3,5,0,0,0.6,0.5,0.4,100,100,0
30-Jan-23,0,0,1,3,22,0,0,0.6,0.5,0.4,100,100,0
31-Jan-23,0,1,1,3,17,0,0,0.6,0.5,0.4,100,100,0
1-Feb-23,0,0,1,2,16,0,0,0.6,0.5,0.4,100,100,0
2-Feb-23,0,0,1,2,15,0,0,0.6,0.5,0.4,100,100,0
3-Feb-23,0,1,2,5,16,0,0,0.6,0.5,0.4,100,100,0
4-Feb-23,1,1,3,5,11,0,0,0.6,0.5,0.4,100,100,0
5-Feb-23,0,0,1,1,5,0,0,0.6,0.5,0.4,100,100,0
6-Feb-23,0,0,1,2,22,0,0,0.6,0.5,0.4,100,100,0
7-Feb-23,0,0,1,2,17,0,0,0.6,0.5,0.4,100,100,0
8-Feb-23,0,0,1,2,15,0,0,0.6,0.5,0.4,100,100,0
9-Feb-23,0,0,1,2,14,0,0,0.6,0.5,0.4,100,100,0
10-Feb-23,0,0,2,4,14,0,0,0.6,0.5,0.4,100,100,0
11-Feb-23,0,0,2,2,5,0,0,0.6,0.5,0.4,100,100,0
12-Feb-23,0,0,1,1,5,1,1,0.6,0.5,0.4,100,100,0
13-Feb-23,0,0,1,1,20,0,0,0.6,0.5,0.4,100,100,0
14-Feb-23,0,0,1,1,15,0,0,0.6,0.5,0.4,100,100,0
15-Feb-23,0,0,1,1,13,0,0,0.6,0.5,0.4,100,100,0
16-Feb-23,0,0,1,1,12,0,0,0.6,0.5,0.4,100,100,0
17-Feb-23,0,0,2,3,14,0,0,0.6,0.5,0.4,100,100,0
18-Feb-23,0,1,3,4,9,0,0,0.6,0.5,0.4,100,100,0
19-Feb-23,0,0,1,1,5,0,0,0.6,0.5,0.4,100,100,0
20-Feb-23,0,0,1,1,18,0,0,0.6,0.5,0.4,100,100,0
21-Feb-23,0,0,1,1,13,0,0,0.6,0.5,0.4,100,100,0
22-Feb-23,0,0,1,2,12,0,0,0.6,0.5,0.4,100,100,0
23-Feb-23,0,0,1,1,4,0,0,0.6,0.5,0.4,100,100,0
24-Feb-23,0,0,2,3,15,0,0,0.6,0.5,0.4,100,100,0
25-Feb-23,0,1,2,3,9,0,0,0.6,0.5,0.4,100,100,0
26-Feb-23,0,0,1,1,4,0,0,0.6,0.5,0.4,100,100,0
27-Feb-23,0,0,1,1,17,1,1,0.6,0.5,0.4,100,100,0
28-Feb-23,0,0,1,1,13,0,0,0.6,0.5,0.4,100,100,0
1-Mar-23,0,0,1,1,12,0,0,0.6,0.5,0.4,100,100,0
2-Mar-23,0,0,1,1,12,0,0,0.6,0.5,0.4,100,100,0
3-Mar-23,0,0,2,2,12,0,0,0.6,0.5,0.4,100,100,0
4-Mar-23,0,0,2,2,8,0,0,0.6,0.5,0.4,100,100,0
5-Mar-23,0,0,1,1,4,0,0,0.6,0.5,0.4,100,100,0
6-Mar-23,0,0,1,1,17,0,0,0.6,0.5,0.4,100,100,0
7-Mar-23,0,0,1,1,13,0,0,0.6,0.5,0.4,100,100,0
8-Mar-23,0,0,1,1,12,0,0,0.6,0.5,0.4,100,100,0
9-Mar-23,0,0,1,1,11,0,0,0.6,0.5,0.4,100,100,0
10-Mar-23,0,0,2,2,12,0,0,0.6,0.5,0.4,100,100,0
11-Mar-23,0,0,2,2,8,0,0,0.6,0.5,0.4,100,100,0
12-Mar-23,0,0,1,0,4,0,0,0.6,0.5,0.4,100,100,0
13-Mar-23,0,0,1,1,16,0,0,0.6,0.5,0.4,100,100,0
14-Mar-23,0,0,1,1,12,1,1,0.6,0.5,0.4,100,100,0
15-Mar-23,0,0,1,1,10,0,0,0.6,0.5,0.4,100,100,0
16-Mar-23,0,0,1,1,10,0,0,0.6,0.5,0.4,100,100,0
17-Mar-23,0,0,1,2,10,0,0,0.6,0.5,0.4,100,100,0
18-Mar-23,0,0,2,2,7,0,0,0.6,0.5,0.4,100,100,0
19-Mar-23,0,0,0,0,4,0,0,0.6,0.5,0.4,100,100,0
20-Mar-23,0,0,1,1,14,0,0,0.6,0.5,0.4,100,100,0
21-Mar-23,0,0,0,0,4,0,0,0.6,0.5,0.4,100,100,0
22-Mar-23,0,0,1,1,13,0,0,0.6,0.5,0.4,100,100,0
23-Mar-23,0,0,1,1,11,0,0,0.6,0.5,0.4,100,100,0
24-Mar-23,0,0,1,2,11,0,0,0.6,0.5,0.4,100,100,0
25-Mar-23,0,0,2,2,7,0,0,0.6,0.5,0.4,100,100,0
26-Mar-23,0,0,1,1,3,0,0,0.6,0.5,0.4,100,100,0
27-Mar-23,0,0,1,1,13,0,0,0.6,0.5,0.4,100,100,0
28-Mar-23,0,0,1,1,10,0,0,0.6,0.5,0.4,100,100,0
29-Mar-23,0,0,1,1,9,1,1,0.6,0.5,0.4,100,100,0
30-Mar-23,0,0,1,1,9,0,0,0.6,0.5,0.4,100,100,0
31-Mar-23,0,0,2,2,9,0,0,0.6,0.5,0.4,100,100,0
1-Apr-23,0,0,1,1,7,0,0,0.6,0.5,0.4,100,100,0
2-Apr-23,0,0,0,0,4,0,0,0.6,0.5,0.4,100,100,0
3-Apr-23,0,0,0,0,13,0,0,0.6,0.5,0.4,100,100,0
4-Apr-23,0,0,0,0,11,0,0,0.6,0.5,0.4,100,100,0
5-Apr-23,0,0,0,0,10,0,0,0.6,0.5,0.4,100,100,0
6-Apr-23,0,0,0,0,10,0,0,0.6,0.5,0.4,100,100,0
7-Apr-23,0,0,1,1,11,0,0,0.6,0.5,0.4,100,100,0
8-Apr-23,0,0,1,2,7,0,0,0.6,0.5,0.4,100,100,0
9-Apr-23,0,0,0,0,4,0,0,0.6,0.5,0.4,100,100,0
10-Apr-23,0,0,0,0,14,0,0,0.6,0.5,0.4,100,100,0
11-Apr-23,0,0,0,0,11,0,0,0.6,0.5,0.4,100,100,0
12-Apr-23,0,0,0,0,11,0,0,0.6,0.5,0.4,100,100,0
13-Apr-23,0,0,0,0,10,1,1,0.6,0.5,0.4,100,100,0
14-Apr-23,0,0,1,1,11,0,0,0.6,0.5,0.4,100,100,0
15-Apr-23,0,0,1,2,7,0,0,0.6,0.5,0.4,100,100,0
16-Apr-23,0,0,0,0,4,0,0,0.6,0.5,0.4,100,100,0
17-Apr-23,0,0,0,0,15,0,0,0.6,0.5,0.4,100,100,0
18-Apr-23,0,0,0,0,12,0,0,0.6,0.5,0.4,100,100,0
19-Apr-23,0,0,0,0,11,0,0,0.6,0.5,0.4,100,100,0
20-Apr-23,0,0,0,0,11,0,0,0.6,0.5,0.4,100,100,0
21-Apr-23,0,0,1,1,11,0,0,0.6,0.5,0.4,100,100,0
22-Apr-23,0,0,1,2,8,0,0,0.6,0.5,0.4,100,100,0
23-Apr-23,0,0,0,0,4,0,0,0.6,0.5,0.4,100,100,0
24-Apr-23,0,0,0,0,16,0,0,0.6,0.5,0.4,100,100,0
25-Apr-23,0,0,0,0,13,0,0,0.6,0.5,0.4,100,100,0
26-Apr-23,0,0,0,0,11,0,0,0.6,0.5,0.4,100,100,0
27-Apr-23,0,0,0,0,11,0,0,0.6,0.5,0.4,100,100,0
28-Apr-23,0,0,1,1,12,1,1,0.6,0.5,0.4,100,100,0
29-Apr-23,0,0,0,1,5,0,0,0.6,0.5,0.4,100,100,0
30-Apr-23,0,0,0,0,5,0,0,0.6,0.5,0.4,100,100,0
1-May-23,0,0,0,0,15,0,0,0.6,0.5,0.4,100,100,0
2-May-23,0,0,0,1,11,0,0,0.6,0.5,0.4,100,100,0
3-May-23,0,0,0,0,4,0,0,0.6,0.5,0.4,100,100,0
4-May-23,0,0,0,0,5,0,0,0.6,0.5,0.4,100,100,0
5-May-23,0,0,0,0,5,0,0,0.6,0.5,0.4,100,100,0
6-May-23,0,0,1,1,11,0,0,0.6,0.5,0.4,100,100,0
7-May-23,0,0,0,0,5,0,0,0.6,0.5,0.4,100,100,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
